"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1896880802664706220","Tue Mar 04 11:10:00 +0000 2025","1","16 Ribu Jiwa Terdampak Banjir Pemkot Bekasi Siapkan Posko Pengungsian hingga Dapur Umum https://t.co/LUb72mKEVQ","1896880802664706220","","","in","Indonesia","0","0","1","https://x.com/KompasTV/status/1896880802664706220","71436318","KompasTV"
"1896877663392059843","Tue Mar 04 11:03:11 +0000 2025","0","Tpi itu kbnykn sampah dahan2 sih yaa entah ini krna emang efek kiriman dari bogor tapi ttp aja udah agenda tahunan / bahkan 5 tahunan banjir bekasi ni separah enih pdhl banyak perumahan Mall dan Rumah Sakit pemkot bekasi stop gabungin gedung2 banyak penguni jadi 1","1896879088469725660","","PearlCherry24","in","ˢʰᵉ ˡ ʰᵉʳ ","0","1","0","https://x.com/PearlCherry24/status/1896879088469725660","1132258405098303488","PearlCherry24"
"1896877638226149695","Tue Mar 04 10:57:26 +0000 2025","0","Dari Saringan Sampah TB Simatupang hingga ke hilir ratusan personel dikerahkan untuk memastikan aliran sungai tetap lancar dan mencegah banjir akibat penyumbatan sampah. Dengan semangat tanpa henti mereka bekerja siang dan malam demi Jakarta yang bersih dan bebas dari banjir!","1896877642252751171","","kotajakpus","in","DKI Jakarta, Indonesia","0","1","0","https://x.com/kotajakpus/status/1896877642252751171","3079723462","kotajakpus"
"1896877638226149695","Tue Mar 04 10:57:25 +0000 2025","2","[Pasukan Orange DLH Jakarta Siaga Banjir Kiriman : Penanganan Sampah di Sungai Ciliwung] Hujan deras mengguyur debit air naik sampah berdatangan! Dari 13 titik sungai di Jakarta Pasukan Orange DLH tak kenal lelah bahu-membahu membersihkan sampah yang terbawa arus! https://t.co/iu1jGxsfEj","1896877638226149695","https://pbs.twimg.com/amplify_video_thumb/1896877520701829120/img/WvraGPpHwkBGHH7Z.jpg","","in","DKI Jakarta, Indonesia","0","1","0","https://x.com/kotajakpus/status/1896877638226149695","3079723462","kotajakpus"
"1896874601889808799","Tue Mar 04 10:45:21 +0000 2025","0","Akses Jalan Terputus Akibat Banjir Pemkot Berikan Bantuan Transportasi dan Logistik https://t.co/sv9I4ko0Si","1896874601889808799","","","in","Kota Tangerang, Banten","0","0","0","https://x.com/prokopimkotatng/status/1896874601889808799","2796850499","prokopimkotatng"
"1896873641163575558","Tue Mar 04 10:41:32 +0000 2025","0","Akses Jalan Lumpuh Akibat Banjir Pemkot Tangerang Kerahkan Bantuan https://t.co/5i9lGdnbiC","1896873641163575558","","","in","Tangerang, Indonesia","0","0","0","https://x.com/Radar24news_com/status/1896873641163575558","1465679373906763780","Radar24news_com"
"1896873610981318752","Tue Mar 04 10:41:25 +0000 2025","3","Jalanan dari fly over summarecon ke arah pemkot masih banjir cuman tetep bisa jalan walau agak macet. Yang pulangnya ke arah jatimulya alhamdulillah aman gak banjir macet seperti biasa aja. Mudah2an cepet surut yaAllah. #bekasi #banjirbekasi #banjir https://t.co/N9kE66hV3I","1896873610981318752","https://pbs.twimg.com/ext_tw_video_thumb/1896873563686354944/pu/img/A46xGSspfdKxZBaO.jpg","","in","","0","3","0","https://x.com/Tyus_tika/status/1896873610981318752","1153260152415383552","Tyus_tika"
"1896873076522201295","Tue Mar 04 10:39:18 +0000 2025","0","Hujan Lebat Sebabkan Banjir Pemkot Salurkan Bantuan Obat-obatan Selimut dan Makanan https://t.co/C8PAfCBNK5","1896873076522201295","","","in","Kota Tangerang, Banten","0","0","0","https://x.com/prokopimkotatng/status/1896873076522201295","2796850499","prokopimkotatng"
"1896860178450092224","Tue Mar 04 09:48:03 +0000 2025","1","Pemkot Depok Petakan 19 Titik Banjir: Inisiatif Proaktif Tangani Risiko Bencana https://t.co/UDXX8VcEE3","1896860178450092224","","","in","Jawa Barat, Indonesia","0","0","0","https://x.com/Divipromedia/status/1896860178450092224","1746493548047093761","Divipromedia"
"1896855310616420606","Tue Mar 04 09:28:42 +0000 2025","4","Wakil Wali kota Bekasi Harris Bobihoe mengatakan Pemkot Bekasi mencatat sebanyak 16 ribu Jiwa terdampak banjir terparah diantaranya di Perumahan Pondok Gede Permai Kemang IFI Perumahan Mitra Pondok Lestari &amp; Bekasi Jawa Barat. #LiputanSonora by @TitoSuhandoyo https://t.co/7p84FcONif","1896855310616420606","https://pbs.twimg.com/media/GlL72iQbcAADHRT.jpg","","in","Jakarta Barat, DKI Jakarta","0","0","0","https://x.com/SonoraFM92/status/1896855310616420606","180696019","SonoraFM92"
