"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1896772544965099844","Tue Mar 04 16:40:34 +0000 2025","0","@txtdrjkt Bantuan makanan Banjir Kalibata Indah Pancoran https://t.co/vFZWCoQch1","1896963995091017968","https://pbs.twimg.com/ext_tw_video_thumb/1896963913654173698/pu/img/DdmEP8uN-HHZ6F52.jpg","txtdrjkt","in","Jakarta Timur, DKI Jakarta","0","0","0","https://x.com/almachzumi/status/1896963995091017968","60612319","almachzumi"
"1896587481438650434","Tue Mar 04 16:38:36 +0000 2025","0","@erlanishere Jakarta banjir bandang. Kapan indonesia kapok kirim bantuan buat Hamas dan fokus sama agenda domestik. Beginilah contoh pikiran otak udang jika bencana dikaitkan dengan azab Allah. ","1896963500079210928","","erlanishere","in","Indonesia","0","0","0","https://x.com/RedManguni/status/1896963500079210928","4647563724","RedManguni"
"1896958832938766581","Tue Mar 04 16:20:04 +0000 2025","5","Banjir dmn2 malah pamer di-VC mantan presiden Bbrp wkt yg lalu jg pamer bagiin MBG walau bkn tupoksinya Pdhl... Berharap petinggi2 pamer foto2 viseo2 sdg terjun bantu evakuasi korban banjir distribusi bantuan korban banjir walau bkn tupoksinya Iya... Terlalu bnyk berharap","1896958832938766581","","","in","Jakarta Pusat","0","2","0","https://x.com/WAHYU_UNIFORM/status/1896958832938766581","545264533","WAHYU_UNIFORM"
"1896958303617601603","Tue Mar 04 16:17:58 +0000 2025","0","Dinsos Kota Tangerang Salurkan Ribuan Bantuan untuk Korban Banjir https://t.co/o1bKA3TGLg","1896958303617601603","","","in","","0","0","0","https://x.com/kabarindo244/status/1896958303617601603","1592533264161333248","kabarindo244"
"1896957899794202881","Tue Mar 04 16:16:21 +0000 2025","0","Banjir Rendam Wilayah Timur Kota Tangerang Pemkot Siapkan Bantuan Transportasi dan Logistik https://t.co/yUPJsTsAb7","1896957899794202881","","","in","","0","0","0","https://x.com/kabarindo244/status/1896957899794202881","1592533264161333248","kabarindo244"
"1896957235030548629","Tue Mar 04 16:13:43 +0000 2025","2","Semoga teman-teman yang terdampak banjir dan longsor segera mendapatkan solusi serta bantuan yang dibutuhkan.","1896957235030548629","","","in","Semarang - Indonesia","0","0","0","https://x.com/Moissband/status/1896957235030548629","578790963","Moissband"
"1896864055308308914","Tue Mar 04 16:06:23 +0000 2025","669","@mochi__kenyal Sama kak gak ada bantuan apapun dari pemerintah. Warga inisiatif sendiri beli makanan dll. Sedih memang perahu karet aja ga dapet pdhl kmrn di rumah banjir sedada dan ada lansia.‍","1896955392363757982","","mochi__kenyal","in","DKI Jakarta, Indonesia","2","4","7","https://x.com/johatshu/status/1896955392363757982","250912721","johatshu"
"1896954410154291442","Tue Mar 04 16:02:29 +0000 2025","0","Ya Allah banjir nya kek aliran sungai gitu deres stay safe warga bekasii dan sekitarnya yg terdampak banjir smoga cepet surutt dan bantuan datang segera yaaa. Aamiin","1896954410154291442","","","in","she/her!  ","0","0","0","https://x.com/eagleeonars/status/1896954410154291442","1302763181912154113","eagleeonars"
"1896952971981983774","Tue Mar 04 15:56:46 +0000 2025","3","Banjir pagi hari ini 4 Maret 2025 dekat stasiun Bekasi Semoga lekas surut dan masyarakat terdampak mendapatkan bantuan https://t.co/kcz4yq1Qwr","1896952971981983774","https://pbs.twimg.com/ext_tw_video_thumb/1896952760307953664/pu/img/jbwVwVzbu5A_lJeM.jpg","","in","Indonesia","0","0","0","https://x.com/Sekilas92/status/1896952971981983774","827842219797196805","Sekilas92"
"1896949972412870714","Tue Mar 04 15:44:51 +0000 2025","11","Anggota DPRD dari PSI di Jabodetabek gercep bergerak saat banjir melanda Mereka berkoordinasi dengan dinas terkait juga membawa bantuan untuk warga yang menjadi korban ️️ https://t.co/dqqBm2lfCc","1896949972412870714","https://pbs.twimg.com/media/GlNR8LTWAAAN_0D.jpg","","in","Jakarta Capital Region","3","48","2","https://x.com/psi_id/status/1896949972412870714","3102442327","psi_id"
"1896947886967107630","Tue Mar 04 15:36:34 +0000 2025","129","Banjir sejauh ini yg banyak turun aleg PKS. Banyak yg nanya link bantuan ini-itu. Tapi kalau dikasi link Timnya PKS apakah masih mau? Kemanusiaan lho ini️","1896947886967107630","","","in","di hatimyuuch💕","5","6","33","https://x.com/evylagi/status/1896947886967107630","697039584207581184","evylagi"
"1896946503916331143","Tue Mar 04 15:35:15 +0000 2025","4","Foto pas bayi yg selamat cuma 1 lembar itu pun udah kena air. Klo laper ada kompor di atas masak mie. Mie dari mana? Nggak inget jujur. aku masih bocah taunya klo banjir ya main air tapi inget suka liat perahu-perahu yg kemungkinan besar waktu itu tuh yg nyalurin bantuan","1896947556149813262","","rigela_desire13","in","She/Her - Bi ","0","1","0","https://x.com/rigela_desire13/status/1896947556149813262","1340531537515667456","rigela_desire13"
"1896864055308308914","Tue Mar 04 15:20:23 +0000 2025","3775","@johatshu Sama pas banjir besar di dom aku padahal di tengah kota jd kaget aja tiba2 banjir besar. Apakah ada bantuan? Ada tp dari warga sekitar banjir. Biar jadi korban pun ikut membantu korban lain. Apakah ada pemerintah? Kagak emangnya pemerintah pernah bantu rakyat?","1896943812716777679","","johatshu","in","Bumi","24","12","236","https://x.com/mochi__kenyal/status/1896943812716777679","1826103297998233600","mochi__kenyal"
"1896942995456544913","Tue Mar 04 15:17:08 +0000 2025","39","Tim Elshinta Peduli Kemanusiaan menyalurkan bantuan dari pendengar Radio Elshinta berupa 100 box makanan siap santap untuk korban banjir di Balai Rakyat Condet Kelurahan Balekambang Kecamatan Kramatjati Jakarta Timur dengan total nominal sebesar Rp. 2.819.000 - Hel https://t.co/BlgRBmvuHA","1896942995456544913","https://pbs.twimg.com/ext_tw_video_thumb/1896942828413980672/pu/img/tTaAJt6FVhCBePi_.jpg","","in","","1","0","15","https://x.com/RadioElshinta/status/1896942995456544913","121640063","RadioElshinta"
"1896942719861420385","Tue Mar 04 15:16:02 +0000 2025","806","[Peduli Bencana Banjir Jabodetabek] NCTzen Humanity bersama @hum_initiative akan melakukan distribusi bantuan untuk korban banjir di Jabodetabek. Kalian bisa ikutan donasi melalui: https://t.co/rWXnxrcCso https://t.co/f3cEpUZpzf","1896942719861420385","https://pbs.twimg.com/media/GlNLV4VaIAA6Gxf.jpg","","in","","22","2","707","https://x.com/nctzenhumanity/status/1896942719861420385","1577988690718052354","nctzenhumanity"
"1896942548905808273","Tue Mar 04 15:15:21 +0000 2025","0","Bantuan Dana Sebesar 3 Miliar Siap Tangani Korban Banjir Jabodetabek https://t.co/FqRuUfPRCm","1896942548905808273","","","in","Lampung, Indonesia","0","0","0","https://x.com/pengabarcom/status/1896942548905808273","1880817026148732928","pengabarcom"
"1896941811215819086","Tue Mar 04 15:12:25 +0000 2025","0","Ini emang kalo banjir didiemin Bae kah co Buset 12 jam ini Aer Geneng Pemkot / lurah / camat kaga ada ini ke marih Ngasi bantuan gitu et #bekasi #banjir","1896941811215819086","","","in","","0","0","0","https://x.com/kiedth/status/1896941811215819086","1728539989263450112","kiedth"
"1896941717993218496","Tue Mar 04 15:12:03 +0000 2025","0","Wali Kota Bekasi Pastikan Pemerintah Beri Bantuan dan Keamanan Korban Banjir Bekasi https://t.co/DTVeALDtaU","1896941717993218496","","","in","","0","0","0","https://x.com/radar_bekasi/status/1896941717993218496","1060601367608274944","radar_bekasi"
"1896928485215740404","Tue Mar 04 15:08:38 +0000 2025","0","@BosPurwa Buat patung kura2 ninja aja 15 M kok bantuan hampir 1/4 pulau jawa terdampak banjir cuma 2 M dampoet2","1896940858500645294","","BosPurwa","in","New Plymouth District, New Zea","0","0","0","https://x.com/SokenTeknologi1/status/1896940858500645294","1595211845077700608","SokenTeknologi1"
"1896935890485927997","Tue Mar 04 14:48:54 +0000 2025","0","Temenku kena banjir Bekasi rumahnya kerendam dan ga bisa keluar. Ga ada makanan atau bantuan ","1896935890485927997","","","in","","0","0","0","https://x.com/punaidaon/status/1896935890485927997","2653899242","punaidaon"
"1896935469604392979","Tue Mar 04 14:47:13 +0000 2025","0","Bentuk Kepedulian Terhadap Korban Banjir Kali Lamong di Cerme Polres Gresik Salurkan Bantuan Paket Sembako. https://t.co/x380nwQgy7 via @liputanwartajatim.com","1896935469604392979","","","in","","0","0","0","https://x.com/LiputanWarJatim/status/1896935469604392979","1732316440810717185","LiputanWarJatim"
"1896935202779492813","Tue Mar 04 14:46:10 +0000 2025","1","sedang pantau karyawan2 yg rumahnya tergenang banjir utk kirim bantuan. beberapa laporan dan foto yg w terima kondisinya sama dgn info di sosmed. banjir kali ini dampaknya parah banget.","1896935202779492813","","","in","","0","0","0","https://x.com/sinarjaya__/status/1896935202779492813","91544274","sinarjaya__"
"1896935048118743424","Tue Mar 04 14:45:33 +0000 2025","12","Anggota Sat Lantas dan Kepolisian Restro Depok melaksanakan kegiatan kemanusiaan memberikan bantuan kepada warga masyarakat korban terdampak banjir di Perumahan Sawangan Asri Sawangan Depok. https://t.co/WYmasFc6hw","1896935048118743424","https://pbs.twimg.com/ext_tw_video_thumb/1896934220070891520/pu/img/xTiborp7xkvczfZo.jpg","","in","DKI Jakarta, Indonesia","1","2","4","https://x.com/TMCPoldaMetro/status/1896935048118743424","76647722","TMCPoldaMetro"
"1896934548124160126","Tue Mar 04 14:43:34 +0000 2025","28","Banjir di Bekasi parah banget ternyata ya Ujian banget di bulan Ramadan. Semoga teman-teman di Bekasi diberikan kesabaran ketabahan dan kekuatan menghadapi musibah. Yuk ulurkan bantuan melalui lembaga-lembaga charity yang terpercaya.","1896934548124160126","","","in","Surakarta","1","0","6","https://x.com/afifahafra79/status/1896934548124160126","158660810","afifahafra79"
"1896934155696693532","Tue Mar 04 14:42:00 +0000 2025","20","Stay safe everyone pray for Bekasi.‼️ Turut berduka atas bencana banjir di Bekasi. Semoga para korban diberi kekuatan keselamatan dan segera mendapat bantuan. Mari kita saling dukung untuk pulih bersama. ","1896934155696693532","","","in","JL.Ni Saja Hidup Ini","0","3","0","https://x.com/R4h4yu_12/status/1896934155696693532","1476853946480095234","R4h4yu_12"
"1896930962954747928","Tue Mar 04 14:29:19 +0000 2025","57","Anggota Fraksi PKS DPRD kota Tangerang Edi Suhendi Terjun langsung membagikan bantuan untuk terdampak banjir di Ciledug. #PKS #banjir #relawanPKS #kotaTangerang #Tangerang #Tangerangkota https://t.co/ZYaNSHpT4Z","1896930962954747928","https://pbs.twimg.com/media/GlNAp_hagAAPb5d.jpg","","in","Kota Tangerang","0","1","18","https://x.com/PKStangerang/status/1896930962954747928","226082238","PKStangerang"
"1896930715985674679","Tue Mar 04 14:28:20 +0000 2025","4","Pak/Bu minta tolong bala bantuan evakuasi banjir bekasi di Kp. Cerewed‼ Temen aku keluarganya kejebak di lantai 2 butuh perahu evakuasi udah berusaha hubungi BNBP belum ada tanggapan. Tolong bantuannya kontak ke temen aku yaa @diestha_ https://t.co/YfTgBOUeBN","1896930715985674679","https://pbs.twimg.com/media/GlNAbvFbwAAelE0.jpg","","in","For Implementing My Mind","0","2","6","https://x.com/saiyang_rihoon/status/1896930715985674679","1822567179021406208","saiyang_rihoon"
"1896910361489776760","Tue Mar 04 14:26:18 +0000 2025","0","@KompasTV Kalo banjir terjadi sebelum pilpres dan pilkada pasti banyak politisi datang kasih bantuan ?","1896930204129575004","","KompasTV","in","Jakarta Capital Region, Indonesia","0","0","0","https://x.com/Zaindamai/status/1896930204129575004","2857645520","Zaindamai"
"1896930004837212219","Tue Mar 04 14:25:31 +0000 2025","2","Ikut prihatin dengan banjir yang menerjang banyak perumahan di Bekasi dan juga fasilitas umum. Berharap para menteri turun ke lapangan memastikan para korban banjir mendapatkan bantuan sama seperti mereka semua turun saat MBG diluncurkan. Sedih melihat kondisi negara inj","1896930004837212219","","","in","Indonesia","0","0","0","https://x.com/nurharyant/status/1896930004837212219","72468238","nurharyant"
"1896929740688445763","Tue Mar 04 14:24:28 +0000 2025","0","PTPN IV Regional III Salurkan Bantuan Ratusan untuk Korban Banjir di Batu Langkah https://t.co/f05KeS9aaS","1896929740688445763","","","in","Pekanbaru Riau","0","0","0","https://x.com/GoRiauCom/status/1896929740688445763","1632918924","GoRiauCom"
"1896928485215740404","Tue Mar 04 14:22:57 +0000 2025","2","@BosPurwa Kira2 kalo untuk mereka rapat apakah lebih besar daripada 2 M yang disiapkan untuk bantuan banjir?","1896929362068578396","","BosPurwa","in","Indonesia","0","0","0","https://x.com/Ka1_Ryzen/status/1896929362068578396","1288378108995756032","Ka1_Ryzen"
"1896928859095962076","Tue Mar 04 14:20:57 +0000 2025","0","Video Pemerintah Kirim Bantuan-Bikin Dapur Umum untuk Korban Banjir Bekasi https://t.co/8NaIPyIAKX","1896928859095962076","","","in","JKT-INA","0","0","0","https://x.com/20detik/status/1896928859095962076","598959076","20detik"
"1896927900987003206","Tue Mar 04 14:17:09 +0000 2025","0","Pemkot Tangerang Berikan Bantuan Transportasi dan Logistik Akibat Jalan Terputus Pasca Banjir https://t.co/VDohlkgVLG","1896927900987003206","","","in","Banten, Indonesia","0","0","0","https://x.com/banten_berita/status/1896927900987003206","1941200143","banten_berita"
"1896925704459280485","Tue Mar 04 14:08:25 +0000 2025","1","Sachrudin-Maryono Terjun Langsung Berikan Bantuan Korban Banjir Kota Tangerang https://t.co/KPbiq95mrH","1896925704459280485","","","in","Banten, Indonesia","0","0","0","https://x.com/banten_berita/status/1896925704459280485","1941200143","banten_berita"
"1896924714318418404","Tue Mar 04 14:04:29 +0000 2025","2","Teman-teman di Bekasi yang terdampak banjir stay safe semua semoga bantuan segera menolong ","1896924714318418404","","","in","","0","0","0","https://x.com/SamiSamelucky/status/1896924714318418404","1414741149978292228","SamiSamelucky"
"1896924572823486813","Tue Mar 04 14:03:55 +0000 2025","60","Beks minta tolong bala bantuan evakuasi banjir bekasi di Kp. Cerewed‼ Temen aku keluarganya kejebak di lantai 2 butuh perahu evakuasi udah berusaha hubungi BNBP nihil hasilnya gais belum ada tanggapan. Tolong bantuannya kontak ke temen aku yaa @diestha_ @txtdrbekasi https://t.co/9RpiqwPYPR","1896924572823486813","https://pbs.twimg.com/media/GlM61yDasAAspnN.jpg","","in","For Implementing My Mind","8","7","64","https://x.com/saiyang_rihoon/status/1896924572823486813","1822567179021406208","saiyang_rihoon"
"1896531342692925735","Tue Mar 04 14:03:09 +0000 2025","1","@kadangbablas @kegblgnunfaedh Dih cuma minta maaf doang. Tanggung jawab dong. Balikin duit korupsinya. Tuh bekasi lagi banjir pake uangnya buat bantuan warga","1896924378962813204","","kadangbablas","in","","0","0","0","https://x.com/sonokasepuh/status/1896924378962813204","1628054722086330368","sonokasepuh"
"1896922263691338075","Tue Mar 04 13:54:45 +0000 2025","16","Sis dan Bro yuk kirim bantuan terbaik untuk saudara-saudara kita yang terdampak banjir ️️ Berbuat mulia untuk sesama solidaritas tanpa batas https://t.co/AEiFTNgVJ9","1896922263691338075","https://pbs.twimg.com/media/GlM4vYJa0AEJFKL.jpg","","in","Jakarta Capital Region","0","57","5","https://x.com/psi_id/status/1896922263691338075","3102442327","psi_id"
"1896919105451798837","Tue Mar 04 13:42:12 +0000 2025","0","Pasca Banjir Bandang Menerjang Dompet Dhuafa Gulirkan Bantuan Bagi Penyintas di Cisarua - https://t.co/VVjT7qdUFc #cisarua #dompetdhuafa","1896919105451798837","","","in","bogor","0","0","0","https://x.com/web_bogorkita/status/1896919105451798837","139644995","web_bogorkita"
"1896918397503582377","Tue Mar 04 13:39:23 +0000 2025","0","Rasa terima kasih warga terhadap Polsek Teluknaga pimpinan Kapolsek Teluknaga AKP Nanda Satya Pratama Baso STK SIK bersama Waka Polsek dan Kanit Binmas memberikan bantuan terhadap korban banjir pada hari Selasa tanggal 4 Maret 2025 pukul 16.00 WIB update monitoring banjir https://t.co/C9N80pvIGe","1896918397503582377","https://pbs.twimg.com/ext_tw_video_thumb/1896918295707824128/pu/img/on0UsvrED4idG7Cg.jpg","","in","","0","0","0","https://x.com/bangmpennaga/status/1896918397503582377","1588294762469392385","bangmpennaga"
"1896918169757118836","Tue Mar 04 13:38:29 +0000 2025","0","Dipimpin Kapolsek Teluknaga AKP Nanda Satya Pratama Baso STK SIK bersama Waka Polsek dan Kanit Binmas memberikan bantuan terhadap korban banjir pada hari Selasa tanggal 4 Maret 2025 pukul 16.00 WIB update monitoring banjir/genangan air akibat hujan https://t.co/aCGwXpxPBf","1896918169757118836","https://pbs.twimg.com/ext_tw_video_thumb/1896918085971714048/pu/img/NSw8cM38pd8FKqJc.jpg","","in","","0","0","0","https://x.com/bangmpennaga/status/1896918169757118836","1588294762469392385","bangmpennaga"
"1896916714971168805","Tue Mar 04 13:32:42 +0000 2025","0","Polsek Teluknaga memberikan bantuan terhadap korban banjir pada hari Selasa tanggal 4 Maret 2025 pukul 16.00 WIB update monitoring banjir/genangan air akibat hujan di Wilayah Hukum Polsek Teluknaga Polres Metro Tangerang Kota di Desa Tanjung Burung titik banjir https://t.co/Nt2ldYNYm2","1896916714971168805","https://pbs.twimg.com/media/GlMzrUGaUAACx6i.jpg","","in","","0","0","0","https://x.com/bangmpennaga/status/1896916714971168805","1588294762469392385","bangmpennaga"
"1896915012444438871","Tue Mar 04 13:25:56 +0000 2025","0","Pemkot Tangerang Salurkan Bantuan bagi Korban Banjir di Petir https://t.co/6iWriDZPoV","1896915012444438871","","","in","","0","0","0","https://x.com/kabarindo244/status/1896915012444438871","1592533264161333248","kabarindo244"
"1896913496320966759","Tue Mar 04 13:19:55 +0000 2025","0","Turun Langsung ke Lokasi Wali Kota Tangerang Salurkan Bantuan untuk Korban Banjir di Petir | https://t.co/Ec5qSWybDK lewat @tangerangnews","1896913496320966759","","","in","Tangerang, Banten","0","0","0","https://x.com/tangerangnewsco/status/1896913496320966759","156653197","tangerangnewsco"
"1896900944279089659","Tue Mar 04 13:12:48 +0000 2025","9","@tempodotco Pak politik aja berasal dari kata politika yg bearti hal hal yg berkaitan dgn warga negara. Yang buat drainase siapa? jalan? Tata kota? Mitigasi banjir? Bantuan korban banjir? sulit utk tidak menjadi isu politik jika sudah terjadi kecuali dari awal bisa di mitigasi. ","1896911707374817486","","tempodotco","in","Jakarta - Indonesia","0","0","0","https://x.com/Reinaldygerwin1/status/1896911707374817486","1000166932346105857","Reinaldygerwin1"
"1896877898960953777","Tue Mar 04 13:11:41 +0000 2025","0","@inididii Innalilahi wa innailaihi rojiun semoga segera mendapatkan bantuan Cileungsi rawan banjir ya","1896911424615772163","","inididii","in","Kendari, Indonesia","0","1","0","https://x.com/Muhamma37700558/status/1896911424615772163","1482824993927200768","Muhamma37700558"
"1896911359142736114","Tue Mar 04 13:11:25 +0000 2025","0","Bantuan perahu karet baru datang sekitar pukul 14.38 dari tim BPPD untuk mengevakuasi warga yg masih terjebak di dalam kampung yang terdampak banjir https://t.co/XngNtZ3I9C https://t.co/anj36wZoxx","1896911359142736114","https://pbs.twimg.com/ext_tw_video_thumb/1896911282722254848/pu/img/CQ4IARhYevDjtkho.jpg","","in","","0","0","0","https://x.com/kabarnegri_/status/1896911359142736114","1669091629825945600","kabarnegri_"
"1896900944279089659","Tue Mar 04 13:10:12 +0000 2025","26","@tempodotco Jangan jadikan banjir sebagai pencitraan politik juga. Jangan sampe bantuan berupa kantong sembako pake foto orang. Apalagi disebut bantuan wapres . Jangan ya...","1896911053013041634","","tempodotco","in","","0","0","2","https://x.com/maymarmas/status/1896911053013041634","1136654848466677760","maymarmas"
"1895535395028513157","Tue Mar 04 13:10:10 +0000 2025","2","Day 4: PEMERINTAH GOBLOKKKK (Banjir di mana-mana banyak yang butuh bantuan tapi perahu karet kaga ada giliran mobil dinas tiap tahun gonta ganti)","1896911044343410759","","meongsmackdown","in","","0","1","0","https://x.com/meongsmackdown/status/1896911044343410759","1113319689172570112","meongsmackdown"
"1896911011393028394","Tue Mar 04 13:10:02 +0000 2025","0","Presiden RI Prabowo Subianto telah menginstruksikan BNPB untuk segera mengatasi permasalahan banjir yang melanda wilayah Jakarta Tangerang hingga Bekasi sejak Senin malam. Sedangkan untuk bantuan sembako dan keperluan lainnya sudah di salurkan.","1896911011393028394","","","in","","0","0","1","https://x.com/99propaganda/status/1896911011393028394","1427095335084515333","99propaganda"
"1896909702044488135","Tue Mar 04 13:04:50 +0000 2025","29","Kemensos Siapkan Bantuan Banjir Rp2 09 M Buat Jakarta hingga Bekasi https://t.co/MljnHwMJZn","1896909702044488135","","","in","","3","22","13","https://x.com/CNNIndonesia/status/1896909702044488135","17128975","CNNIndonesia"
"1896908653355262288","Tue Mar 04 13:00:40 +0000 2025","175","Sama². Kita saling support dan mendoakan ya. Sedih dan prihatin liat kondisi banjir kali ini. Sedih krn msh byk kekurangan KP2C dlm memberikan pemantauan dan bantuan utk warga. Stay safe semuanya. Kita saling menguatkan ya.","1896908653355262288","","","in","Bogor - Bekasi","5","21","37","https://x.com/kp2c_info/status/1896908653355262288","805774628899536896","kp2c_info"
"1896908519598952554","Tue Mar 04 13:00:08 +0000 2025","0","Banjir Terjang Tanjung Senang LAZDAI Segera Salurkan Bantuan Untuk Warga Yang Terdampak https://t.co/iw9oZELMaw https://t.co/Ot20GSzEiN","1896908519598952554","https://pbs.twimg.com/ext_tw_video_thumb/1896908498123862016/pu/img/W2zrnvcrf2W-M__l.jpg","","in","Kota Bandar Lampung ","0","0","0","https://x.com/RealitaLampung/status/1896908519598952554","1290312695728582656","RealitaLampung"
"1896908436992057779","Tue Mar 04 12:59:48 +0000 2025","0","Ini pemerintah gak ada bantuan sama sekali ke korban banjir? Minta maaf kek","1896908436992057779","","","in","ncity","0","0","1","https://x.com/ocheeseu/status/1896908436992057779","174181478","ocheeseu"
"1896906062827262242","Tue Mar 04 12:50:22 +0000 2025","0","#Banjir Jabodetabek saatnya masyarakat #PeduliKorban dgn berikan bantuan bukan forwad picture banjir di sosmed🇮🇩","1896906062827262242","","","in","Jakarta Capital Region","0","0","0","https://x.com/rlexya/status/1896906062827262242","2954668002","rlexya"
"1896905655874904254","Tue Mar 04 12:48:45 +0000 2025","1","Kapolres Metro Jakarta Selatan Tinjau Langsung Banjir di Pesanggrahan Dan Berikan Bantuan Logistik Makanan Untuk Korban https://t.co/qZ7D60iyzp","1896905655874904254","https://pbs.twimg.com/media/GlMpn7qasAA5_oh.jpg","","in","Jakarta Selatan, DKI Jakarta","0","0","1","https://x.com/polisijaksel/status/1896905655874904254","779323893005688833","polisijaksel"
"1896905375301202307","Tue Mar 04 12:47:38 +0000 2025","10","Turut berduka atas musibah banjir yang sedang dialami saudara saudara kita di Bekasi Jakarta dan sekitarnya Dan Semoga diberikan ketabahan dan kekuatan untuk saudara-saudara kita yang tertimpa musibah dan segera mendapatkan pertolongan dan bantuan.","1896905375301202307","","","in","Pesanggrahan, Indonesia","0","3","0","https://x.com/Minnie_imut/status/1896905375301202307","1406241447339200512","Minnie_imut"
"1896905203821253053","Tue Mar 04 12:46:58 +0000 2025","1","Kayanya buat perumahan² yg langganan kena banjir sampai seatap gitu harus punya stock perahu karet angin sama dayungnya di rumah masing² deh..buat jaga² kalo pas banjir setinggi gitu trus blm ada bantuan evakuasi Di shopee/tokped harga variatif dari yg ratusan ribu sampe jutaan https://t.co/ji614Yn7rV","1896905203821253053","https://pbs.twimg.com/media/GlMpOqrb0AA46iZ.jpg","","in","INDONESIA","0","0","0","https://x.com/syaranza_/status/1896905203821253053","213159745","syaranza_"
"1896904490462400633","Tue Mar 04 12:44:07 +0000 2025","0","Kemensos Salurkan Bantuan Rp 2 Miliar Lebih untuk Korban Banjir Akibat Hujan di Wilayah Jabodetabek @KemensosRI https://t.co/BUGeyXpSwk","1896904490462400633","","","in","","0","0","0","https://x.com/sinpotv/status/1896904490462400633","1012174601055449088","sinpotv"
"1896904356936773688","Tue Mar 04 12:43:36 +0000 2025","0","I'm not okay....banyak banget kemalangan yg diliat hari ini. Banjir di mana² butuh bantuan sigap tanah yg dirampas genos1d4 yg berlanjut.. Aku mau istirahat dulu ya. Sebenermya jg masih flu td keujanan lagi tambah parah pusingnya..","1896904356936773688","","","in","","0","0","0","https://x.com/peachytaena/status/1896904356936773688","237157860","peachytaena"
"1896825176865767656","Tue Mar 04 12:41:28 +0000 2025","0","@Muktaw19 WOI BANGSAT LW BETUL2 GK PUNYA EMPATI! LW MAH ENAK NGETWEET DARI KASUR GK KENA BANJIR. LAH ITU ORG MINTA BANTUAN PERAHU LW BILANG GK LAKI. KLO TIBA2 HANYUT GMN? KLO TEROBOS AER BANJIR ADA ULER TRUS DIGIGIT GMN? LW MAU NOLONG? YG SAKIT MENTAL TUH LW IDIOT!","1896903823639408956","","Muktaw19","in","","0","0","0","https://x.com/xD34DBE3F/status/1896903823639408956","213984195","xD34DBE3F"
