"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1212546695382224896","Thu Jan 09 23:45:31 +0000 2020","0","@HamdaanLW825Ky @aniesbaswedan @DKIJakarta @BNPB_Indonesia @DinsosDKI1 @dinkesJKT @dinaslhdki @BinaMargaDKI @humasjakfire @DinasSDAJakarta @DishubDKI_JKT banjir d DKI sdh terjadi dr jaman beberapa gubernur sebelumnya .. tp bnyk kalangan maupun pemerintah fokus pada jakarta tanpa melihat dr sisi sumbernya tepatnya wilayah jawa barat yg patut d benahi krn dr sanalah banjir itu terjadi .. klo hnya banjir lokal gub sdh bs atasi ..","1215419360975605760","","HamdaanLW825Ky","in","","0","0","0","https://x.com/Saifulh98310859/status/1215419360975605760","1172402519739228162","Saifulh98310859"
"1215415472893546502","Thu Jan 09 23:30:04 +0000 2020","14"," Saya ingin sekali ke depan setelah peristiwa banjir ini Gubernur DKI Gubernur Jabar Gubernur Banten dan Pemerintah Pusat duduk bersama merencanakan bareng eksekusi bareng evaluasi juga bareng. Jangan ribut setelah kejadian kasihan masyarakat ~@thomafi_arwani~ @DPP_PPP https://t.co/dyBRDP37hM","1215415472893546502","https://pbs.twimg.com/media/EN4F7EgU0AAd6oO.jpg","","in","Jakarta Capital Region","0","0","7","https://x.com/FPPP_MPRRI/status/1215415472893546502","805565056893100032","FPPP_MPRRI"
"1215412096776589313","Thu Jan 09 23:16:39 +0000 2020","0","Untuk mencegah banjir akibat cuaca ekstrim di akhir bulan nanti kenapa pemerintah tidak menyatukan pawang hujan se-Indonesia saja ya? Terus kalau bisa hujannya dikirim ke Australia biar sekalian bantu memadamkan kebakaran hutan di sana ","1215412096776589313","","","in","","0","0","0","https://x.com/chintiooooo/status/1215412096776589313","43366706","chintiooooo"
"1215265815580176384","Thu Jan 09 23:13:50 +0000 2020","1","@LuwitaEmilly878 @KakekGM Bener. KADRUN itu identik Pabrik Anak...berlusin2 jadi waktunya dihabiskan cuma ngentot bacot ke Pemerintah..dan. Demo kalau ada order... Kalau pas banjir gini ya ramai2 masuk lobang bikin Anak","1215411385737211904","","LuwitaEmilly46","in","","0","1","0","https://x.com/raihan_oo7/status/1215411385737211904","112104188","raihan_oo7"
"1215404762448838656","Thu Jan 09 22:47:31 +0000 2020","0","Ini Bukti nya Bahwa PEMERINTAH PUSAT yang lebih bertanggung Jawab ATAS BANJIR DI JABODETABEK @jokowi @KemenPU @Uki23 @aniesbaswedan","1215404762448838656","","","in","","0","0","0","https://x.com/Napoleo29759418/status/1215404762448838656","1137001785812324352","Napoleo29759418"
"1215376839339675648","Thu Jan 09 20:56:33 +0000 2020","0","https://t.co/SNZxBRRBY8 - Bendungan Glapan Grobogan Jebol Pemerintah Siapkan Rp80 Miliar: Ribuan rumah warga terendan banjir akibat jebolnya tanggul Bendungan Glapan Gubug Grobogan Jawa Tengah. https://t.co/tJ8GLXPq5i https://t.co/PnoGW0Gjtc","1215376839339675648","https://pbs.twimg.com/media/EN3iy18U4AE7XpM.jpg","","in","","0","0","0","https://x.com/7Braders/status/1215376839339675648","3322356193","7Braders"
"1215340376732524544","Thu Jan 09 18:31:40 +0000 2020","1","kalo kita ngancurin fasilitas umum suruh ganti rugi ? pemerintah ganti rugi juga gasih atas kejadian bencana banjir misalnya.","1215340376732524544","","","in","DKI Jakarta, Indonesia","0","1","0","https://x.com/anticipaci/status/1215340376732524544","1139993479801520129","anticipaci"
"1215325395626741761","Thu Jan 09 17:32:08 +0000 2020","1","Pemerintah berupaya memulihkan sarana infrastruktur termasuk memperbaiki jaringan listrik yang rusak imbas terjangan banjir bandang. https://t.co/bhEq509ux0","1215325395626741761","","","in","Jakarta, Indonesia","0","0","1","https://x.com/detikfinance/status/1215325395626741761","135795460","detikfinance"
"1215312081202769920","Thu Jan 09 16:39:14 +0000 2020","0","monggo pak @jokowi ada yg ngasih ide yang harus dilakukan pemerintah pusat untuk masalah banjir","1215312081202769920","","","in","","0","0","0","https://x.com/gunungjaaz/status/1215312081202769920","1112128436082860033","gunungjaaz"
"1215296837080383488","Thu Jan 09 15:38:39 +0000 2020","2","Bagi yang keukeuh menganggap banjir terjadi akibat Pemprov. tidak melakukan normalisasi sungai. Mohon disimak pernyataan pak Presiden saat jadi Gubernur DKI. Kewenangan dan tanggung jawab normalisasi 13 sungai di DKI ada dipundak Pemerintah pusat. https://t.co/CZ1VIMSNhy","1215296837080383488","","","in","DKI Jakarta","0","0","0","https://x.com/samiaji2015/status/1215296837080383488","4503912920","samiaji2015"
